date,AAPL,MSFT,GOOGL,AMZN,META,NVDA
2021-04-19,99.29825243095534,100.79152453339981,100.95771382190179,98.57113237618384,99.11020195246488,100.30024132512652
2021-04-20,99.22710777607625,100.02985978386094,101.65262014949201,99.17291276330619,99.13503946349216,101.21977716721224
2021-04-21,98.73463281247994,100.55984997495668,101.07870709663169,100.13492543730132,99.33552697510908,101.31807669979283
2021-04-22,99.5571066270403,100.2525341519904,100.54816807228202,99.67931322292294,99.61887540260228,101.47359751415577
2021-04-23,100.1100266267033,102.25774254938966,100.42069260629654,99.47252157245737,99.17073514280793,102.22982267648786
2021-04-26,100.46250767329943,102.00843251863003,100.19590528305058,100.47912906526098,100.2583567998973,103.18676053658751
2021-04-27,100.47573164623064,101.93128761141399,100.21192098508784,101.04803890150211,100.29250529481688,103.61987391990093
2021-04-28,100.7936921464003,102.55176193893469,99.0967683936427,100.87822487597143,100.00583849206981,103.18655437844978
2021-04-29,102.00747823613399,101.78057746458626,99.8667850948302,99.4570877737055,99.71297124899166,103.3173125048092
2021-04-30,102.87513585665022,102.72346288784246,99.8482923492304,99.35191590973834,100.71183194563828,103.45492163310116
2021-05-03,101.51339764075762,101.5508514455024,99.8826056505236,99.10088809759682,100.92231005569575,102.72126655820462
2021-05-04,102.15173421500035,101.40683154774702,100.38404757673165,98.68506642176739,100.75543662749402,102.54269874468793
2021-05-05,102.19233509888149,100.65232308610513,100.04335646752955,98.73992276459427,100.7898819613257,102.77139519680631
2021-05-06,101.85253487725761,100.6110883991658,98.68417092836843,97.59961173113257,99.7357775610085,101.9787055903571
2021-05-07,101.28428072715946,100.49551739265806,99.95934054492352,97.51886728601768,100.56884859578112,101.42156418168994
2021-05-10,100.4698055065449,100.20107081456804,100.65360317962106,96.13295513205131,100.94099440156134,101.63797906643323
2021-05-11,99.11813532367131,100.11318108803069,100.07154873889293,96.19013588288648,100.8315631211271,102.87474290961059
2021-05-12,98.24953755682624,100.23822412984262,100.23741694015229,97.27144552640578,101.52971611455091,103.18402157399672
2021-05-13,97.83401208840284,100.27704559269355,100.04487218387442,97.52479065042303,100.97106200266903,104.35096137419781
2021-05-14,96.62316758192641,99.41771867960009,100.29447595490062,98.20149517698236,102.66101221298203,106.91544455190456
2021-05-17,96.02199325484368,97.87381127882037,100.7297792985395,97.7541340377173,102.5382042411677,106.6208258066956
2021-05-18,96.87839922836498,98.01165310928269,100.6148075731767,96.94136459351074,101.15498729004177,106.2322696884957
2021-05-19,98.34322584523488,98.15765164962778,101.48706378137524,96.59344558187641,100.22716119108172,105.45742406757361
2021-05-20,99.89522872428196,97.3026706975112,102.00541192327934,95.70072351206163,100.83102772384991,105.62008623996262
2021-05-21,99.85935069461148,96.78018633165968,102.3958519843339,95.35813082585015,99.83667077649065,104.54041796023985
2021-05-24,101.29043070121323,97.02478085499186,102.42474960342246,95.7123995675576,101.06650976099625,104.88564952179784
